id,longitude,latitude,precision,funding,donor,status,type_of_assistance,amp_sector
759,34.116667,-13.3,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
760,34.083333,-12.466667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
761,34.45,-14.366667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
762,34.233333,-14.033333,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
763,33.45,-13.1,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
764,33.6,-13.633333,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
765,33.9,-13.533333,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
766,33.666667,-13.816667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
767,33.766667,-13.783333,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
768,33.533333,-10.816667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
769,33.416667,-11.45,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
770,35.228991,-16.998553,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
771,34.183333,-11.55,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
772,33.416667,-11.45,1,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
773,33.683333,-12.983333,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
774,32.95,-13.516667,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
775,34.35,-14.3,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
776,34.633333,-14.466667,2,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
777,35.346577,-14.392955,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
778,35.55,-14.85,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
779,35.215762,-15.752677,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
780,35.150601,-16.105828,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
781,34.75,-16.1666667,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
782,35.21347,-16.98043,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
783,35.166667,-16.75,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
784,34.053218,-11.65304,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
785,34.75,-14.75,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
786,33.607776,-11.854277,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
787,35.346577,-14.392955,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
788,35.573667,-14.945831,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
789,33.416667,-13,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
790,34.18559,-14.262731,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
791,35.150601,-16.105828,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
792,35.215762,-15.752677,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
793,34.75,-16.166667,3,,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
794,35.215762,-15.752677,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
795,35.150601,-16.105828,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
796,34.18559,-14.262731,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
797,33.823778,-13.600977,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
798,35.573667,-14.945831,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
799,35.499904,-15.934395,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
800,33.607776,-11.854277,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
801,34.053218,-11.65304,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
802,33.805243,-10.802922,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
803,35.418291,-15.430074,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
804,34.75,-16.1666667,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
805,33.0799839,-13.762298,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
806,35.318801,-15.385957,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
807,35.013868,-15.786823,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
808,34.333333,-14.366667,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
809,34.29794,-11.60667,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
810,33.866667,-11.016667,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
811,33.933333,-9.933333,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
812,34.02070999,-11.46555674,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
813,33.7833333,-13.9833333,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
814,33.68407,-14.019624,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
815,34.939562,-15.647316,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
816,35.346577,-14.392955,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
817,33.805243,-10.802922,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
818,34.40184,-13.71959,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
819,35.418291,-15.430074,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
820,33.42541,-9.927265,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
821,35.013868,-15.786823,1,399416.04,UK Department for International Development (DfID),Ongoing,Grant,Health
822,35.318801,-15.385957,1,399416.04,UK Department for International Development (DfID),Ongoing,Grant,Health
823,33.783333,-13.983333,1,399416.04,UK Department for International Development (DfID),Ongoing,Grant,Health
824,34.02071,-11.465557,1,399416.04,UK Department for International Development (DfID),Ongoing,Grant,Health
825,35.750751,-15.859192,1,13190889.32,African Development Bank (AfDB),Closed,Loan,Health
826,35.687178,-15.71875,1,13190889.32,African Development Bank (AfDB),Closed,Loan,Health
827,35.650673,-15.806351,1,13190889.32,African Development Bank (AfDB),Closed,Loan,Health
828,35.820437,-15.551433,1,13190889.32,African Development Bank (AfDB),Closed,Loan,Health
829,34.939562,-15.647316,3,3934993.90,UK Department for International Development (DfID),Closed,Technical Assistance,Health
830,35.022107,-15.802988,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
831,34.95575,-14.97928,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
832,35.00854,-15.78499,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
833,34.801923,-16.041986,3,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
834,35.14071,-15.67461,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
835,34.33322,-14.3779,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
836,33.93754,-13.65399,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
837,33.48333,-13.03333,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
838,33.787247,-13.966919,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
839,35.30002,-15.16849,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
840,35.26448,-14.47815,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
841,32.88019,-13.79841,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
842,35.5,-16.03163,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
843,35.418291,-15.430074,3,,Canadian International Development Agency (CIDA),Ongoing,Grant,Health
844,34.939562,-15.647316,3,4593815.00,UNDP,Ongoing,Grant,Health
845,35.215762,-15.752677,3,4593815.00,UNDP,Ongoing,Grant,Health
846,35.150601,-16.105828,3,4593815.00,UNDP,Ongoing,Grant,Health
847,33.68407,-14.019624,3,4593815.00,UNDP,Ongoing,Grant,Health
848,35.346577,-14.392955,3,4593815.00,UNDP,Ongoing,Grant,Health
849,33.607776,-11.854277,3,4593815.00,UNDP,Ongoing,Grant,Health
850,34.082977,-12.804172,3,4593815.00,UNDP,Ongoing,Grant,Health
851,33.805243,-10.802922,3,4593815.00,UNDP,Ongoing,Grant,Health
852,35.418291,-15.430074,3,4593815.00,UNDP,Ongoing,Grant,Health
853,34.52479,-15.60262,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
854,33.6,-11.9,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
855,34.020709,-11.465558,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
856,34.29073,-11.60659,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
857,34.29614,-12.92744,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
858,35.26199,-16.91995,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
859,34.63586,-14.82027,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
860,33.9149,-13.52775,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
861,35.65067,-15.80635,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
862,33.85746,-11.01863,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
863,34.4587,-13.7804,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
864,35.14046,-16.06775,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
865,33.68407,-14.019624,3,260000.00,UNDP,Ongoing,Grant,Health
866,33.783333,-13.983333,1,260000.00,UNDP,Ongoing,Grant,Health
867,35.318801,-15.385957,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
868,33.26969,-9.70237,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
869,33.93333,-9.93333,1,322189.38,UK Department for International Development (DfID),Closed,Grant,Health
870,34.3,-11.6,1,400000.00,US Agency for International Development,Closed,Grant,Health
871,33.6,-11.9,1,400000.00,US Agency for International Development,Closed,Grant,Health
872,33.866667,-11.016667,1,400000.00,US Agency for International Development,Closed,Grant,Health
873,33.933333,-9.933333,1,400000.00,US Agency for International Development,Closed,Grant,Health
874,33.266667,-9.716667,1,400000.00,US Agency for International Development,Closed,Grant,Health
875,34.02070999,-11.46555674,1,3580000.00,US Agency for International Development,Closed,Grant,Health
876,34.939562,-15.647316,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
877,34.700342,-15.450508,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
878,33.68407,-14.019624,3,420000.00,US Agency for International Development,Ongoing,Grant,Health
879,34.18559,-14.262731,3,420000.00,US Agency for International Development,Ongoing,Grant,Health
880,34.75,-14.75,3,420000.00,US Agency for International Development,Ongoing,Grant,Health
881,35.666667,-15.666667,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
882,33.416667,-13,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
883,33.079984,-13.762298,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
884,35.150601,-16.105828,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
885,34.18559,-14.262731,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
886,33.823778,-13.600977,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
887,33.883333,-11.183333,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
888,35.346577,-14.392955,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
889,33.607776,-11.854277,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
890,34.75,-14.75,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
891,33.7833333,-13.9833333,1,400000.00,US Agency for International Development,Closed,Grant,Health
892,35.418291,-15.430074,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
893,35.166667,-16.75,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
894,35.573667,-14.945831,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
895,35.059102,-15.048394,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
896,34.633333,-14.816667,1,400000.00,US Agency for International Development,Closed,Grant,Health
897,33.68407,-14.019624,3,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
898,33.51667,-12.85,2,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
899,33.516667,-12.566667,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
900,33,-13.766667,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
901,34.333333,-14.233333,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
902,34.39902,-14.40846,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
903,34.433333,-14.35,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
904,35.318801,-15.385957,1,400000.00,US Agency for International Development,Closed,Grant,Health
905,33.75,-13.883333,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
906,33.633333,-14.166667,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
907,33.7,-14.033333,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
908,35.166667,-16.916667,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
909,34.947025,-15.353901,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
910,34.890285,-15.224399,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
911,35.650673,-15.806351,1,3525126.32,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Health
912,33.266667,-9.716667,1,9817757.87,German Agency for International Cooperation (GIZ),Closed,Grant,Health
